"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"trafico.nlogo"
"experimento-flujo"
"10/26/2024 20:06:04:819 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-3","3"
"[run number]","velocidad-inicial","numero_de_carros","aceleracion","posicion-inicial","desaceleracion","[step]","mean(lista_flujo)"
"763","aleatoria","16","0.0045","alaetoria","0.026","5000","14.168316831683168"
"771","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"762","aleatoria","16","0.0045","alaetoria","0.026","5000","14.623762376237623"
"772","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"767","aleatoria","16","0.0045","alaetoria","0.026","5000","15.188118811881187"
"773","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"766","aleatoria","16","0.0045","alaetoria","0.026","5000","14.871287128712872"
"764","aleatoria","16","0.0045","alaetoria","0.026","5000","14.712871287128714"
"775","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"774","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"765","aleatoria","16","0.0045","alaetoria","0.026","5000","14.851485148514852"
"776","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"768","aleatoria","16","0.0045","alaetoria","0.026","5000","14.673267326732674"
"777","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"770","aleatoria","16","0.0045","alaetoria","0.026","5000","15.128712871287128"
"778","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"769","aleatoria","16","0.0045","alaetoria","0.026","5000","14.970297029702971"
"779","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"775","aleatoria","16","0.0045","alaetoria","0.026","5000","14.821782178217822"
"772","aleatoria","16","0.0045","alaetoria","0.026","5000","14.722772277227723"
"780","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"781","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"771","aleatoria","16","0.0045","alaetoria","0.026","5000","14.485148514851485"
"782","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"776","aleatoria","16","0.0045","alaetoria","0.026","5000","14.950495049504951"
"783","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"777","aleatoria","16","0.0045","alaetoria","0.026","5000","15.03960396039604"
"784","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"774","aleatoria","16","0.0045","alaetoria","0.026","5000","14.693069306930694"
"785","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"773","aleatoria","16","0.0045","alaetoria","0.026","5000","15.049504950495049"
"786","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"778","aleatoria","16","0.0045","alaetoria","0.026","5000","15.198019801980198"
"787","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"780","aleatoria","16","0.0045","alaetoria","0.026","5000","14.603960396039604"
"788","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"782","aleatoria","16","0.0045","alaetoria","0.026","5000","14.752475247524753"
"789","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"783","aleatoria","16","0.0045","alaetoria","0.026","5000","14.613861386138614"
"790","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"784","aleatoria","16","0.0045","alaetoria","0.026","5000","15.069306930693068"
"791","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"781","aleatoria","16","0.0045","alaetoria","0.026","5000","14.811881188118813"
"792","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"779","aleatoria","16","0.0045","alaetoria","0.026","5000","14.693069306930694"
"793","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"786","aleatoria","16","0.0045","alaetoria","0.026","5000","15.049504950495049"
"794","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"789","aleatoria","16","0.0045","alaetoria","0.026","5000","14.762376237623762"
"795","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"791","aleatoria","16","0.0045","alaetoria","0.026","5000","14.524752475247524"
"796","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"788","aleatoria","16","0.0045","alaetoria","0.026","5000","14.366336633663366"
"797","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"790","aleatoria","16","0.0045","alaetoria","0.026","5000","14.712871287128714"
"798","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"785","aleatoria","16","0.0045","alaetoria","0.026","5000","14.950495049504951"
"799","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"792","aleatoria","16","0.0045","alaetoria","0.026","5000","14.158415841584159"
"800","aleatoria","16","0.0045","alaetoria","0.026","0","0"
"787","aleatoria","16","0.0045","alaetoria","0.026","5000","14.534653465346535"
"801","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"793","aleatoria","16","0.0045","alaetoria","0.026","5000","14.633663366336634"
"802","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"795","aleatoria","16","0.0045","alaetoria","0.026","5000","14.831683168316832"
"803","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"796","aleatoria","16","0.0045","alaetoria","0.026","5000","14.831683168316832"
"804","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"800","aleatoria","16","0.0045","alaetoria","0.026","5000","14.881188118811881"
"805","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"797","aleatoria","16","0.0045","alaetoria","0.026","5000","14.930693069306932"
"806","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"799","aleatoria","16","0.0045","alaetoria","0.026","5000","15"
"807","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"801","aleatoria","17","0.0045","alaetoria","0.026","5000","15.356435643564357"
"808","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"802","aleatoria","17","0.0045","alaetoria","0.026","5000","15.405940594059405"
"809","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"794","aleatoria","16","0.0045","alaetoria","0.026","5000","14.405940594059405"
"810","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"798","aleatoria","16","0.0045","alaetoria","0.026","5000","14.792079207920793"
"811","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"803","aleatoria","17","0.0045","alaetoria","0.026","5000","15.356435643564357"
"812","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"804","aleatoria","17","0.0045","alaetoria","0.026","5000","15.643564356435643"
"813","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"806","aleatoria","17","0.0045","alaetoria","0.026","5000","14.504950495049505"
"814","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"811","aleatoria","17","0.0045","alaetoria","0.026","5000","15.910891089108912"
"815","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"808","aleatoria","17","0.0045","alaetoria","0.026","5000","15.504950495049505"
"816","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"807","aleatoria","17","0.0045","alaetoria","0.026","5000","15.722772277227723"
"817","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"810","aleatoria","17","0.0045","alaetoria","0.026","5000","15.099009900990099"
"818","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"812","aleatoria","17","0.0045","alaetoria","0.026","5000","16.03960396039604"
"819","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"813","aleatoria","17","0.0045","alaetoria","0.026","5000","14.851485148514852"
"820","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"805","aleatoria","17","0.0045","alaetoria","0.026","5000","15.475247524752476"
"821","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"809","aleatoria","17","0.0045","alaetoria","0.026","5000","15.435643564356436"
"822","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"814","aleatoria","17","0.0045","alaetoria","0.026","5000","15.544554455445544"
"823","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"815","aleatoria","17","0.0045","alaetoria","0.026","5000","15.148514851485148"
"824","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"819","aleatoria","17","0.0045","alaetoria","0.026","5000","15.594059405940595"
"825","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"816","aleatoria","17","0.0045","alaetoria","0.026","5000","14.742574257425742"
"826","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"817","aleatoria","17","0.0045","alaetoria","0.026","5000","15.287128712871286"
"827","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"818","aleatoria","17","0.0045","alaetoria","0.026","5000","15.772277227722773"
"820","aleatoria","17","0.0045","alaetoria","0.026","5000","15.96039603960396"
"828","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"829","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"822","aleatoria","17","0.0045","alaetoria","0.026","5000","15.05940594059406"
"830","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"821","aleatoria","17","0.0045","alaetoria","0.026","5000","14.792079207920793"
"831","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"823","aleatoria","17","0.0045","alaetoria","0.026","5000","15.277227722772277"
"832","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"824","aleatoria","17","0.0045","alaetoria","0.026","5000","14.782178217821782"
"825","aleatoria","17","0.0045","alaetoria","0.026","5000","14.287128712871286"
"833","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"834","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"826","aleatoria","17","0.0045","alaetoria","0.026","5000","14"
"835","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"828","aleatoria","17","0.0045","alaetoria","0.026","5000","15.029702970297029"
"836","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"827","aleatoria","17","0.0045","alaetoria","0.026","5000","13.96039603960396"
"837","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"831","aleatoria","17","0.0045","alaetoria","0.026","5000","15.128712871287128"
"838","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"830","aleatoria","17","0.0045","alaetoria","0.026","5000","15.544554455445544"
"839","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"829","aleatoria","17","0.0045","alaetoria","0.026","5000","15.544554455445544"
"840","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"832","aleatoria","17","0.0045","alaetoria","0.026","5000","14.336633663366337"
"841","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"834","aleatoria","17","0.0045","alaetoria","0.026","5000","14.871287128712872"
"842","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"833","aleatoria","17","0.0045","alaetoria","0.026","5000","15.05940594059406"
"843","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"837","aleatoria","17","0.0045","alaetoria","0.026","5000","15.534653465346535"
"835","aleatoria","17","0.0045","alaetoria","0.026","5000","15.683168316831683"
"844","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"845","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"836","aleatoria","17","0.0045","alaetoria","0.026","5000","13.762376237623762"
"846","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"839","aleatoria","17","0.0045","alaetoria","0.026","5000","15.188118811881187"
"847","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"841","aleatoria","17","0.0045","alaetoria","0.026","5000","14.861386138613861"
"848","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"843","aleatoria","17","0.0045","alaetoria","0.026","5000","14.544554455445544"
"838","aleatoria","17","0.0045","alaetoria","0.026","5000","15.742574257425742"
"849","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"850","aleatoria","17","0.0045","alaetoria","0.026","0","0"
"844","aleatoria","17","0.0045","alaetoria","0.026","5000","15.94059405940594"
"851","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"845","aleatoria","17","0.0045","alaetoria","0.026","5000","15.336633663366337"
"852","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"840","aleatoria","17","0.0045","alaetoria","0.026","5000","14.663366336633663"
"853","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"846","aleatoria","17","0.0045","alaetoria","0.026","5000","15.683168316831683"
"854","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"842","aleatoria","17","0.0045","alaetoria","0.026","5000","14.841584158415841"
"855","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"847","aleatoria","17","0.0045","alaetoria","0.026","5000","15.623762376237623"
"856","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"850","aleatoria","17","0.0045","alaetoria","0.026","5000","15.01980198019802"
"857","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"848","aleatoria","17","0.0045","alaetoria","0.026","5000","16.059405940594058"
"858","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"852","aleatoria","18","0.0045","alaetoria","0.026","5000","4.891089108910891"
"859","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"855","aleatoria","18","0.0045","alaetoria","0.026","5000","5.326732673267327"
"860","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"849","aleatoria","17","0.0045","alaetoria","0.026","5000","14.752475247524753"
"861","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"853","aleatoria","18","0.0045","alaetoria","0.026","5000","6.910891089108911"
"862","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"851","aleatoria","18","0.0045","alaetoria","0.026","5000","5.237623762376238"
"863","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"856","aleatoria","18","0.0045","alaetoria","0.026","5000","4.881188118811881"
"864","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"854","aleatoria","18","0.0045","alaetoria","0.026","5000","4.920792079207921"
"865","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"857","aleatoria","18","0.0045","alaetoria","0.026","5000","4.881188118811881"
"866","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"858","aleatoria","18","0.0045","alaetoria","0.026","5000","4.930693069306931"
"867","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"859","aleatoria","18","0.0045","alaetoria","0.026","5000","5.643564356435643"
"868","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"860","aleatoria","18","0.0045","alaetoria","0.026","5000","4.930693069306931"
"869","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"862","aleatoria","18","0.0045","alaetoria","0.026","5000","6.267326732673268"
"870","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"861","aleatoria","18","0.0045","alaetoria","0.026","5000","4.861386138613861"
"871","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"864","aleatoria","18","0.0045","alaetoria","0.026","5000","12.594059405940595"
"872","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"863","aleatoria","18","0.0045","alaetoria","0.026","5000","16.455445544554454"
"873","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"867","aleatoria","18","0.0045","alaetoria","0.026","5000","4.891089108910891"
"874","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"866","aleatoria","18","0.0045","alaetoria","0.026","5000","6.801980198019802"
"875","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"868","aleatoria","18","0.0045","alaetoria","0.026","5000","10.306930693069306"
"876","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"865","aleatoria","18","0.0045","alaetoria","0.026","5000","5.623762376237623"
"877","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"870","aleatoria","18","0.0045","alaetoria","0.026","5000","10.673267326732674"
"878","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"871","aleatoria","18","0.0045","alaetoria","0.026","5000","4.900990099009901"
"879","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"872","aleatoria","18","0.0045","alaetoria","0.026","5000","4.881188118811881"
"880","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"873","aleatoria","18","0.0045","alaetoria","0.026","5000","11.049504950495049"
"881","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"869","aleatoria","18","0.0045","alaetoria","0.026","5000","11.702970297029703"
"882","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"876","aleatoria","18","0.0045","alaetoria","0.026","5000","4.871287128712871"
"883","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"875","aleatoria","18","0.0045","alaetoria","0.026","5000","6.099009900990099"
"884","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"874","aleatoria","18","0.0045","alaetoria","0.026","5000","13.415841584158416"
"885","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"877","aleatoria","18","0.0045","alaetoria","0.026","5000","6.287128712871287"
"886","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"878","aleatoria","18","0.0045","alaetoria","0.026","5000","4.9405940594059405"
"887","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"881","aleatoria","18","0.0045","alaetoria","0.026","5000","4.881188118811881"
"888","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"879","aleatoria","18","0.0045","alaetoria","0.026","5000","11.158415841584159"
"889","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"882","aleatoria","18","0.0045","alaetoria","0.026","5000","4.9504950495049505"
"890","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"880","aleatoria","18","0.0045","alaetoria","0.026","5000","4.881188118811881"
"891","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"884","aleatoria","18","0.0045","alaetoria","0.026","5000","4.871287128712871"
"892","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"883","aleatoria","18","0.0045","alaetoria","0.026","5000","14.801980198019802"
"893","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"886","aleatoria","18","0.0045","alaetoria","0.026","5000","5.267326732673268"
"894","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"887","aleatoria","18","0.0045","alaetoria","0.026","5000","4.871287128712871"
"895","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"888","aleatoria","18","0.0045","alaetoria","0.026","5000","5.366336633663367"
"896","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"885","aleatoria","18","0.0045","alaetoria","0.026","5000","4.851485148514851"
"897","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"890","aleatoria","18","0.0045","alaetoria","0.026","5000","16.217821782178216"
"898","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"892","aleatoria","18","0.0045","alaetoria","0.026","5000","16.77227722772277"
"899","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"889","aleatoria","18","0.0045","alaetoria","0.026","5000","15.613861386138614"
"900","aleatoria","18","0.0045","alaetoria","0.026","0","0"
"891","aleatoria","18","0.0045","alaetoria","0.026","5000","5.594059405940594"
"901","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"896","aleatoria","18","0.0045","alaetoria","0.026","5000","5.584158415841584"
"902","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"895","aleatoria","18","0.0045","alaetoria","0.026","5000","4.900990099009901"
"903","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"897","aleatoria","18","0.0045","alaetoria","0.026","5000","5.297029702970297"
"904","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"893","aleatoria","18","0.0045","alaetoria","0.026","5000","15.990099009900991"
"905","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"894","aleatoria","18","0.0045","alaetoria","0.026","5000","4.861386138613861"
"906","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"898","aleatoria","18","0.0045","alaetoria","0.026","5000","15.247524752475247"
"907","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"899","aleatoria","18","0.0045","alaetoria","0.026","5000","5.02970297029703"
"908","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"900","aleatoria","18","0.0045","alaetoria","0.026","5000","5.584158415841584"
"909","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"904","aleatoria","19","0.0045","alaetoria","0.026","5000","4.871287128712871"
"910","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"902","aleatoria","19","0.0045","alaetoria","0.026","5000","4.732673267326732"
"911","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"901","aleatoria","19","0.0045","alaetoria","0.026","5000","4.762376237623762"
"912","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"907","aleatoria","19","0.0045","alaetoria","0.026","5000","4.702970297029703"
"913","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"906","aleatoria","19","0.0045","alaetoria","0.026","5000","5.198019801980198"
"914","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"903","aleatoria","19","0.0045","alaetoria","0.026","5000","4.693069306930693"
"915","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"905","aleatoria","19","0.0045","alaetoria","0.026","5000","5.306930693069307"
"916","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"908","aleatoria","19","0.0045","alaetoria","0.026","5000","4.712871287128713"
"917","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"909","aleatoria","19","0.0045","alaetoria","0.026","5000","4.712871287128713"
"918","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"910","aleatoria","19","0.0045","alaetoria","0.026","5000","4.702970297029703"
"919","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"911","aleatoria","19","0.0045","alaetoria","0.026","5000","4.742574257425742"
"920","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"913","aleatoria","19","0.0045","alaetoria","0.026","5000","5.198019801980198"
"921","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"915","aleatoria","19","0.0045","alaetoria","0.026","5000","4.841584158415841"
"922","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"914","aleatoria","19","0.0045","alaetoria","0.026","5000","4.851485148514851"
"923","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"912","aleatoria","19","0.0045","alaetoria","0.026","5000","4.851485148514851"
"924","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"917","aleatoria","19","0.0045","alaetoria","0.026","5000","4.732673267326732"
"916","aleatoria","19","0.0045","alaetoria","0.026","5000","5.0495049504950495"
"925","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"926","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"918","aleatoria","19","0.0045","alaetoria","0.026","5000","5.97029702970297"
"927","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"920","aleatoria","19","0.0045","alaetoria","0.026","5000","4.732673267326732"
"928","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"919","aleatoria","19","0.0045","alaetoria","0.026","5000","4.742574257425742"
"929","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"921","aleatoria","19","0.0045","alaetoria","0.026","5000","4.772277227722772"
"930","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"923","aleatoria","19","0.0045","alaetoria","0.026","5000","4.742574257425742"
"931","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"922","aleatoria","19","0.0045","alaetoria","0.026","5000","4.683168316831683"
"932","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"926","aleatoria","19","0.0045","alaetoria","0.026","5000","4.801980198019802"
"933","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"924","aleatoria","19","0.0045","alaetoria","0.026","5000","4.732673267326732"
"934","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"925","aleatoria","19","0.0045","alaetoria","0.026","5000","4.762376237623762"
"935","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"928","aleatoria","19","0.0045","alaetoria","0.026","5000","4.7227722772277225"
"936","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"927","aleatoria","19","0.0045","alaetoria","0.026","5000","4.732673267326732"
"937","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"929","aleatoria","19","0.0045","alaetoria","0.026","5000","4.821782178217822"
"938","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"930","aleatoria","19","0.0045","alaetoria","0.026","5000","4.772277227722772"
"939","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"934","aleatoria","19","0.0045","alaetoria","0.026","5000","4.97029702970297"
"940","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"933","aleatoria","19","0.0045","alaetoria","0.026","5000","4.712871287128713"
"941","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"932","aleatoria","19","0.0045","alaetoria","0.026","5000","4.712871287128713"
"942","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"931","aleatoria","19","0.0045","alaetoria","0.026","5000","4.782178217821782"
"943","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"935","aleatoria","19","0.0045","alaetoria","0.026","5000","4.683168316831683"
"944","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"937","aleatoria","19","0.0045","alaetoria","0.026","5000","4.702970297029703"
"945","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"936","aleatoria","19","0.0045","alaetoria","0.026","5000","4.7227722772277225"
"946","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"938","aleatoria","19","0.0045","alaetoria","0.026","5000","4.871287128712871"
"947","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"939","aleatoria","19","0.0045","alaetoria","0.026","5000","4.782178217821782"
"948","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"940","aleatoria","19","0.0045","alaetoria","0.026","5000","4.9504950495049505"
"949","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"942","aleatoria","19","0.0045","alaetoria","0.026","5000","4.762376237623762"
"950","aleatoria","19","0.0045","alaetoria","0.026","0","0"
"943","aleatoria","19","0.0045","alaetoria","0.026","5000","4.782178217821782"
"951","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"941","aleatoria","19","0.0045","alaetoria","0.026","5000","4.7227722772277225"
"952","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"944","aleatoria","19","0.0045","alaetoria","0.026","5000","4.732673267326732"
"953","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"945","aleatoria","19","0.0045","alaetoria","0.026","5000","4.702970297029703"
"954","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"947","aleatoria","19","0.0045","alaetoria","0.026","5000","4.693069306930693"
"955","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"948","aleatoria","19","0.0045","alaetoria","0.026","5000","4.742574257425742"
"956","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"946","aleatoria","19","0.0045","alaetoria","0.026","5000","4.910891089108911"
"957","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"949","aleatoria","19","0.0045","alaetoria","0.026","5000","4.712871287128713"
"958","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"951","aleatoria","20","0.0045","alaetoria","0.026","5000","5.178217821782178"
"959","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"952","aleatoria","20","0.0045","alaetoria","0.026","5000","4.643564356435643"
"960","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"953","aleatoria","20","0.0045","alaetoria","0.026","5000","4.673267326732673"
"961","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"950","aleatoria","19","0.0045","alaetoria","0.026","5000","4.98019801980198"
"962","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"954","aleatoria","20","0.0045","alaetoria","0.026","5000","4.623762376237623"
"963","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"957","aleatoria","20","0.0045","alaetoria","0.026","5000","4.534653465346534"
"964","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"956","aleatoria","20","0.0045","alaetoria","0.026","5000","4.693069306930693"
"965","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"958","aleatoria","20","0.0045","alaetoria","0.026","5000","4.574257425742574"
"966","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"955","aleatoria","20","0.0045","alaetoria","0.026","5000","4.594059405940594"
"967","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"960","aleatoria","20","0.0045","alaetoria","0.026","5000","4.603960396039604"
"968","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"961","aleatoria","20","0.0045","alaetoria","0.026","5000","4.524752475247524"
"969","aleatoria","20","0.0045","alaetoria","0.026","0","0"
"959","aleatoria","20","0.0045","alaetoria","0.026","5000","4.702970297029703"
"970","aleatoria","20","0.0045","alaetoria","0.026","0","0"
